mots,occurrences
francais,8
voeux,7
annee,5
france,5
augmente,5
republique,4
paix,4
crise,4
bien,4
periode,4
achat,4
amis,3
exprime,3
soiree,3
monde,3
petrole,3
guerre,3
inegalites,3
allons,3
nouveau,3
nier,3
pouvoir,3
unite,3
president,2
heureuse,2
formalite,2
famille,2
adresse,2
sante,2
prix,2
mots,2
simples,2
espere,2
vivons,2
capacite,2
dirigeants,2
realiste,2
nord,2
subir,2
choc,2
difficultes,2
pays,2
politique,2
service,2
gisement,2
industrie,2
contraintes,2
malgre,2
representer,2
serieux,2
demontrer,2
adaptation,2
necessaire,2
bonne,2
protocole,1
adressent,1
soient,1
condition,1
activites,1
croyance,1
opinions,1
reprendre,1
fraternels,1
bonheur,1
naturels,1
chance,1
chaleur,1
passeront,1
solitude,1
isolement,1
compatriotes,1
departements,1
territoires,1
representent,1
etranger,1
malheur,1
refugies,1
politiques,1
souffrent,1
dangereux,1
moment,1
flamber,1
augmenter,1
metal,1
droit,1
interroger,1
signifient,1
illusion,1
propose,1
annees,1
essayer,1
repondre,1
questions,1
brefs,1
fete,1
apportera,1
aggravation,1
sauvegarde,1
maniere,1
vivre,1
travaillons,1
existe,1
periodes,1
equilibre,1
repose,1
sang,1
froid,1
sagesse,1
emportera,1
immediat,1
contribue,1
ecarter,1
continent,1
menaces,1
destabilisation,1
futur,1
dialogue,1
extirper,1
tensions,1
augmentation,1
confirmee,1
recemment,1
caracas,1
conference,1
opep,1
facture,1
payer,1
lourde,1
sert,1
transformee,1
durcie,1
forte,1
mieux,1
armee,1
resister,1
industriels,1
energetique,1
complete,1
electricite,1
nucleaire,1
securite,1
objet,1
entendu,1
precautions,1
necessaires,1
entrent,1
permis,1
creation,1
emplois,1
representeront,1
equivalant,1
tonnes,1
construit,1
propres,1
mains,1
capable,1
produire,1
annuellement,1
moitie,1
voisins,1
britanniques,1
tirent,1
epuisera,1
adaptee,1
siderurgie,1
agonisante,1
dernier,1
heureusement,1
ressaisie,1
secteurs,1
pointe,1
commercial,1
airbus,1
avion,1
lancement,1
reussi,1
ariane,1
fusee,1
developpement,1
precedent,1
informatique,1
commence,1
desserrer,1
avenir,1
poursuivi,1
tourbillon,1
critiques,1
faits,1
dissimules,1
yeux,1
biens,1
services,1
produits,1
statistique,1
croissance,1
reduire,1
sens,1
grande,1
justice,1
reduction,1
personnes,1
agees,1
parle,1
smic,1
salaires,1
travailleurs,1
temps,1
engages,1
ensemble,1
soutien,1
familles,1
cellules,1
vivantes,1
societe,1
francaise,1
continue,1
progres,1
poursuivre,1
petrolier,1
connaitre,1
deficit,1
retablirons,1
situation,1
agit,1
voudrais,1
fonction,1
fier,1
gens,1
courageux,1
face,1
energie,1
ecraser,1
formalites,1
bureaucratiques,1
vient,1
asiatique,1
peuple,1
dangereuses,1
instinct,1
circonstances,1
divisions,1
derisoires,1
besoin,1
facultes,1
generosite,1
consacrerai,1
recherche,1
desiree,1
reviens,1
debut,1
exprimer,1
tres,1
affectueux,1
maintenant,1
