mots,occurrences
france,58
francais,46
anne,46
annee,45
voeu,30
voeux,28
monde,26
souhait,26
souhaite,23
pays,21
soir,21
bonheur,16
grand,16
part,16
bonne,15
famille,13
travail,13
bien,13
unite,13
adresse,13
francaise,12
temps,12
sante,11
heure,11
liberte,10
exprime,10
paix,10
amis,9
grande,9
rend,9
difficile,9
main,9
année,9
voudrais,8
veut,8
sort,8
problemes,8
publique,8
pense,8
vient,8
cher,8
confiance,8
fort,8
nier,8
difficultes,7
politique,7
moment,7
capable,7
voir,7
peuple,7
rang,7
crise,7
force,7
français,7
liberté,7
vivons,6
ailleurs,6
societe,6
fraternite,6
certain,6
apporte,6
jeune,6
activite,6
tres,6
simple,6
faire,6
vrai,6
parle,6
semble,6
nouveau,5
ensemble,5
emploi,5
effort,5
jeunes,5
economie,5
cause,5
role,5
rendre,5
familles,5
nord,5
president,5
rayonne,5
rencontre,5
cherche,5
homme,5
unis,5
republique,5
passe,5
present,5
accueil,5
augmente,5
oublie,5
nation,5
solitude,4
mois,4
allons,4
soient,4
pourtant,4
date,4
femmes,4
grands,4
certaines,4
travailleurs,4
recherche,4
dernier,4
pris,4
dirigeants,4
place,4
adresser,4
departements,4
sentir,4
fete,4
commence,4
etat,4
face,4
libre,4
compte,4
hommes,4
mieux,4
pouvoir,4
juste,4
service,4
malheur,4
bonsoir,4
heureux,4
condition,4
malgre,4
subir,4
sens,4
exprimer,4
guerre,4
capacite,4
heureuse,4
jour,4
simples,4
ages,4
periode,4
achat,4
française,4
aime,4
parler,3
region,3
profession,3
election,3
action,3
personnel,3
particulier,3
moderne,3
soin,3
demande,3
nations,3
responsables,3
continue,3
compatriotes,3
mains,3
territoires,3
etranger,3
vivent,3
afrique,3
debut,3
nouvelle,3
trait,3
conduit,3
connu,3
coeur,3
fonction,3
adressent,3
rayonnement,3
dimension,3
traverse,3
premier,3
avantage,3
progres,3
forces,3
cellule,3
crois,3
necessaire,3
chomage,3
loin,3
succes,3
histoire,3
politiques,3
cours,3
faite,3
oublier,3
signe,3
unie,3
depend,3
fier,3
surmonter,3
naturel,3
evolution,3
adaptation,3
annees,3
avenir,3
emporte,3
chaleur,3
soiree,3
petrole,3
inegalites,3
françaises,3
entend,3
lois,3
progrès,3
ennuyer,2
actions,2
prochain,2
vivre,2
religion,2
communaute,2
exterieur,2
traite,2
dignite,2
justice,2
repondre,2
ambitions,2
assure,2
possible,2
ressources,2
presidentielle,2
travaux,2
autour,2
exemple,2
conditions,2
categories,2
difficiles,2
petites,2
entreprises,2
vivante,2
interroge,2
choisi,2
mesure,2
conciliation,2
solution,2
antilles,2
recu,2
faites,2
irai,2
partie,2
accidents,2
frappe,2
salut,2
espagnols,2
etats,2
doivent,2
accueille,2
pensant,2
ressentir,2
misere,2
oublierons,2
caractere,2
rencontres,2
produire,2
adieu,2
attente,2
regle,2
servir,2
francaises,2
grandeur,2
bretagne,2
maniere,2
tenu,2
image,2
humaine,2
accueillant,2
dialogue,2
riches,2
francophone,2
alger,2
puisse,2
rester,2
qualite,2
produit,2
solidaire,2
ameliorer,2
cadre,2
organisation,2
propre,2
origine,2
divisions,2
agit,2
personnes,2
agees,2
malades,2
immigres,2
africains,2
prives,2
eloignes,2
giscard,2
estaing,2
aimez,2
important,2
gardiez,2
securite,2
puissiez,2
grandes,2
devons,2
parvient,2
active,2
reduire,2
enfants,2
poursuivre,2
sortir,2
efforts,2
apportera,2
joies,2
chef,2
professionnelle,2
epargne,2
equilibre,2
pensons,2
capables,2
lorsqu,2
dechire,2
davantage,2
consacrer,2
engages,2
peuples,2
competition,2
science,2
organisee,2
maisons,2
gars,2
voulaient,2
citation,2
entendu,2
souvenirs,2
meilleurs,2
circonstances,2
souffrance,2
regions,2
reprendre,2
concours,2
forte,2
jours,2
fasse,2
reviens,2
union,2
fraternel,2
sert,2
connue,2
refugies,2
venu,2
opinions,2
instinct,2
formalite,2
prix,2
mots,2
sauvegarde,2
espere,2
sang,2
realiste,2
choc,2
lourde,2
gisement,2
industrie,2
contraintes,2
soutien,2
representer,2
serieux,2
demontrer,2
besoin,2
maintenant,2
sujet,2
choses,2
signes,2
indépendance,2
puissance,2
nécessaire,2
république,2
libertés,2
patiemment,2
trouve,2
limite,2
difficultés,2
compter,2
raison,2
optimisme,2
forme,2
courage,2
heures,1
preparez,1
doute,1
minutes,1
attrister,1
presentant,1
conduire,1
decrites,1
occasion,1
rappelant,1
risques,1
reels,1
vraiment,1
appartenez,1
commune,1
generation,1
syndicat,1
apparteniez,1
decrire,1
deplacez,1
affecte,1
permette,1
aspirations,1
epanouissement,1
garantisse,1
proteger,1
privee,1
ecoutes,1
telephoniques,1
censure,1
choix,1
individuels,1
familiaux,1
concernant,1
parlement,1
decider,1
trancher,1
librement,1
sujets,1
sociale,1
sentiez,1
resserrer,1
traiter,1
nombre,1
apercevons,1
hospitalier,1
accompli,1
direction,1
conseil,1
ministres,1
noel,1
dispositions,1
concerne,1
texte,1
vote,1
esprit,1
atteintes,1
inflation,1
agriculteurs,1
artisans,1
examines,1
attention,1
sentiment,1
appartenir,1
chaleureuse,1
declaration,1
interview,1
paysage,1
apparaitre,1
precisement,1
realisme,1
posent,1
desormais,1
echelle,1
mondiaux,1
rentre,1
couvertes,1
ecorchures,1
ongles,1
serrant,1
visite,1
installes,1
nationale,1
malheureux,1
cruels,1
miniere,1
lievin,1
hopitaux,1
hospices,1
prisons,1
egalement,1
portugais,1
algeriens,1
marocains,1
francophones,1
apportent,1
chretienne,1
revolutionnaire,1
celebrer,1
apercevoir,1
entoure,1
veuve,1
veillera,1
nuit,1
dormir,1
acheve,1
aura,1
arbres,1
fleurs,1
etres,1
apprendre,1
imaginer,1
reverrons,1
soies,1
accueillante,1
repondes,1
desirs,1
chefs,1
expriment,1
dirait,1
echapper,1
inevitablement,1
affectueusement,1
mission,1
peuplee,1
presque,1
russie,1
combattante,1
aujourd,1
epreuve,1
convient,1
offrir,1
mondialiste,1
ouverture,1
pauvres,1
rabat,1
varsovie,1
auschwitz,1
kinshasa,1
thessalonique,1
moscowa,1
kiev,1
tunis,1
caire,1
ismailia,1
univers,1
tourmente,1
violent,1
phare,1
rapprochement,1
severe,1
mondiale,1
limiter,1
agir,1
directement,1
causes,1
ciel,1
eclaircit,1
instrument,1
besoins,1
economique,1
asservir,1
broyer,1
immenses,1
appliquees,1
alleger,1
faciliter,1
taches,1
quotidiennes,1
fondamentale,1
ressorts,1
defauts,1
cultive,1
desaccords,1
rende,1
retrouvent,1
formuler,1
entente,1
renoncer,1
convictions,1
preferences,1
temoigner,1
adressions,1
ensemblcele,1
seules,1
penibles,1
aymone,1
chaleureux,1
ajouterai,1
oublient,1
meilleure,1
madame,1
mademoiselle,1
monsieur,1
rendu,1
sceptique,1
croyez,1
sincerite,1
amicaux,1
sinceres,1
travailler,1
digne,1
capacites,1
murs,1
responsabilites,1
recommencer,1
traversent,1
regler,1
disant,1
conduite,1
resoudre,1
quotidiens,1
rencontrerons,1
demunis,1
isoles,1
handicapes,1
frappes,1
corps,1
separes,1
exiles,1
voix,1
amitie,1
excessives,1
destin,1
intelligente,1
idees,1
etroites,1
conceptions,1
depassees,1
comprendre,1
choisir,1
solutions,1
genereuses,1
contemporains,1
charge,1
impose,1
dependra,1
enthousiasme,1
laisser,1
aller,1
subirions,1
denoncant,1
fatalite,1
accepte,1
conduisons,1
laissons,1
accabler,1
rhumatismes,1
imaginions,1
mauvaise,1
craignons,1
allez,1
partager,1
ouvre,1
gaite,1
saisons,1
demi,1
premiere,1
improvises,1
exercice,1
bonheurs,1
malheurs,1
mecontentement,1
attachement,1
glorieux,1
memes,1
echangerez,1
personnelle,1
privilegiee,1
relations,1
proches,1
lointains,1
dynamisme,1
adressons,1
traversons,1
epoque,1
siecle,1
souviennent,1
decime,1
plupart,1
deuxieme,1
conflit,1
occupe,1
desorganisee,1
divisee,1
dispute,1
efficacite,1
puissent,1
modernes,1
coupe,1
football,1
culture,1
efficace,1
personnage,1
litterature,1
jadis,1
venait,1
soulever,1
observer,1
soulevait,1
toit,1
apercevrait,1
campagnes,1
verrait,1
reunis,1
temperament,1
souviens,1
poeme,1
poete,1
paul,1
chanson,1
ququi,1
certainement,1
pressenti,1
recette,1
donner,1
franchir,1
seuil,1
janvier,1
rencontrent,1
eloignent,1
rapprochent,1
souhaits,1
parents,1
particulierement,1
recevront,1
etudes,1
education,1
dernieres,1
epargnait,1
touches,1
reconnait,1
refluer,1
lentement,1
inondation,1
retire,1
diriger,1
hater,1
reorganiser,1
rapidement,1
aider,1
touchees,1
gouvernement,1
sortira,1
penser,1
rayonner,1
message,1
accueillerai,1
guadeloupe,1
amerique,1
allemagne,1
printemps,1
rendrai,1
sovietique,1
urss,1
prochains,1
assurera,1
presidence,1
europeenne,1
efforce,1
affirmer,1
independant,1
respectueux,1
humanite,1
discrete,1
presence,1
sein,1
casques,1
bleus,1
finul,1
preparer,1
intelligence,1
affaire,1
educateurs,1
inutiles,1
querelles,1
sorte,1
dechiree,1
grave,1
debat,1
elections,1
legislatives,1
haine,1
rancune,1
pouvaient,1
diviser,1
certificat,1
naissance,1
grace,1
precieux,1
cadeau,1
democratique,1
legitimement,1
conserve,1
essentiel,1
protocole,1
activites,1
croyance,1
fraternels,1
naturels,1
chance,1
passeront,1
isolement,1
representent,1
souffrent,1
dangereux,1
flamber,1
augmenter,1
metal,1
droit,1
interroger,1
signifient,1
illusion,1
propose,1
essayer,1
questions,1
brefs,1
aggravation,1
travaillons,1
existe,1
periodes,1
repose,1
froid,1
sagesse,1
emportera,1
immediat,1
contribue,1
ecarter,1
continent,1
menaces,1
destabilisation,1
futur,1
extirper,1
tensions,1
augmentation,1
confirmee,1
recemment,1
caracas,1
conference,1
opep,1
facture,1
payer,1
transformee,1
durcie,1
armee,1
resister,1
industriels,1
energetique,1
complete,1
electricite,1
nucleaire,1
objet,1
precautions,1
necessaires,1
entrent,1
permis,1
creation,1
emplois,1
representeront,1
equivalant,1
tonnes,1
construit,1
propres,1
annuellement,1
moitie,1
voisins,1
britanniques,1
tirent,1
epuisera,1
adaptee,1
siderurgie,1
agonisante,1
heureusement,1
ressaisie,1
secteurs,1
pointe,1
commercial,1
airbus,1
avion,1
lancement,1
reussi,1
ariane,1
fusee,1
developpement,1
precedent,1
informatique,1
desserrer,1
poursuivi,1
tourbillon,1
critiques,1
faits,1
dissimules,1
yeux,1
biens,1
services,1
produits,1
statistique,1
croissance,1
reduction,1
smic,1
salaires,1
cellules,1
vivantes,1
petrolier,1
connaitre,1
deficit,1
retablirons,1
situation,1
gens,1
courageux,1
energie,1
ecraser,1
formalites,1
bureaucratiques,1
asiatique,1
dangereuses,1
derisoires,1
facultes,1
generosite,1
consacrerai,1
desiree,1
affectueux,1
fête,1
souhaitez,1
ravive,1
soucis,1
instants,1
rares,1
vérité,1
peux,1
amours,1
regrets,1
pâlissent,1
arrivée,1
inconnue,1
indécise,1
rappellent,1
marche,1
inexorable,1
invitent,1
réflexion,1
dois,1
difficilepour,1
soutiens,1
superpuissances,1
niveau,1
productivité,1
présence,1
techniques,1
solidité,1
monnaie,1
électricité,1
atteindra,1
lacet,1
passé,1
desserré,1
stabilité,1
efficacité,1
institutions,1
défense,1
diplomatie,1
contribution,1
estimée,1
rôle,1
solidairement,1
détruire,1
relâchement,1
impatience,1
désunion,1
conservons,1
faisons,1
déplacer,1
lire,1
écouter,1
plaît,1
critiquer,1
hélas,1
bénéficient,1
naturelles,1
acquis,1
précieux,1
générations,1
impatiemment,1
conquises,1
usage,1
paraît,1
excessif,1
dites,1
fragile,1
voudraient,1
connaître,1
savoir,1
sauvegarder,1
interdire,1
abus,1
respectées,1
chargés,1
appliquer,1
péril,1
fondement,1
citoyen,1
connaissez,1
savez,1
problèmes,1
précédés,1
prévisible,1
auparavant,1
voulons,1
maintenir,1
société,1
pouvons,1
facilités,1
venues,1
extérieur,1
pourrons,1
recherchons,1
voies,1
tolérance,1
faciles,1
haut,1
répète,1
reproche,1
profond,1
odeur,1
terre,1
demeurez,1
êtees,1
distinguer,1
estraisonnable,1
poète,1
charles,1
peguy,1
exprimait,1
lecteurs,1
revue,1
héritage,1
demanderons,1
particulière,1
