mots,occurrences
europ,44
france,40
uni,28
voir,25
loi,24
pay,21
compatriote,20
année,19
grand,19
part,18
nation,18
europe,17
voeu,17
venir,15
voeux,15
droit,15
peuple,15
sen,15
pays,14
pai,14
bien,13
nouveau,12
commun,12
social,12
form,12
heur,12
fort,12
vie,12
mieux,11
européen,11
mois,11
paix,11
guerre,11
républiqu,11
mond,11
français,10
fier,10
etat,10
bon,10
tir,10
ider,9
liberté,9
faire,9
national,9
politique,9
sécurité,9
parti,9
tal,9
rendre,9
heure,9
dernier,8
prendre,8
pouvoir,8
travail,8
mettre,8
heureux,7
chômage,7
vivre,7
cher,7
place,7
ensembl,7
doute,7
histoire,7
attend,7
besoin,7
rang,7
soldat,7
organ,7
présent,7
pose,7
souhait,7
siècle,6
gouvernement,6
vouloir,6
chance,6
souhaiter,6
appel,6
monde,6
connaître,6
force,6
courage,6
poser,6
loin,6
union,6
tenir,6
exempl,6
arme,6
soir,5
homm,5
combat,5
exclu,5
demande,5
exemple,5
temps,5
engager,5
général,5
croissance,5
emploi,5
effort,5
vrai,5
profit,5
pauvre,5
rôle,5
économique,5
forme,5
accord,5
justice,5
trouver,5
allemagne,5
communauté,5
savoir,5
chose,5
unir,5
prochain,5
reprise,5
espérer,5
donne,5
tour,5
strasbourg,4
république,4
devoir,4
fond,4
coeur,4
souffrir,4
porter,4
demain,4
million,4
libre,4
travailler,4
risque,4
terre,4
pire,4
désarmement,4
espoir,4
égalité,4
moral,4
jour,4
condition,4
ouest,4
tandis,4
croire,4
permettre,4
public,4
aimer,4
penser,4
soviétique,4
conseil,4
premier,4
solidarité,4
intérêt,4
recul,4
solidaire,4
paraît,4
bientôt,4
attendre,4
jeune,4
veille,4
viol,4
péri,4
appeler,4
logi,4
menace,4
dialogu,4
chant,3
raison,3
acte,3
principe,3
démocratie,3
compte,3
pauvreter,3
revenir,3
continuer,3
professionnel,3
choisir,3
paraître,3
justifier,3
réveil,3
logement,3
moyen,3
valoir,3
créer,3
justement,3
craindre,3
énergie,3
capable,3
espace,3
donner,3
riche,3
gagner,3
mot,3
espérance,3
produire,3
second,3
événement,3
rappeler,3
souffrance,3
commencer,3
suite,3
décider,3
continent,3
organisation,3
demander,3
économie,3
formation,3
recevoir,3
écouter,3
peine,3
placer,3
oublier,3
koweit,3
irak,3
faible,3
bout,3
dialogue,3
organise,3
international,3
question,3
israël,3
présente,3
moment,3
difficile,3
traiter,3
unité,3
frontièr,3
base,3
position,3
étranger,3
idé,3
nombre,3
particulier,3
partage,3
gard,3
succès,3
algérie,3
jamais,3
laisse,3
misèr,3
image,3
tribu,3
monnayer,3
comprend,3
douter,3
aider,3
sagess,3
audac,3
mort,3
élection,3
mars,3
exclusion,3
multiplier,3
logique,3
puissance,3
veiller,3
ligne,3
ordre,3
ajout,3
adresse,3
sentir,3
éclat,3
malheur,3
plan,3
inégal,3
lutt,3
patrie,2
capital,2
fêter,2
millénaire,2
présenter,2
ville,2
proclamer,2
message,2
rester,2
laisser,2
peau,2
parlement,2
augmenter,2
acquérir,2
disposition,2
législatif,2
équitable,2
marquer,2
discussion,2
début,2
quotidien,2
salair,2
richess,2
occasion,2
inégalité,2
partager,2
autour,2
idéal,2
fonder,2
enjeu,2
assurer,2
créateur,2
monétaire,2
dimension,2
japon,2
