mots,occurrences
franc,34
voir,33
année,26
france,23
loi,23
bien,19
uni,17
form,16
bon,15
français,14
vivre,14
nouveau,14
monde,14
faire,13
europe,13
souhait,13
souhaiter,12
politique,12
nation,12
travail,12
fort,12
venir,12
porte,12
pays,11
forme,11
compatriote,11
ami,11
rendre,11
art,11
main,11
mieux,10
prendre,10
grand,10
peuple,10
savoir,10
porter,10
réforme,9
droit,9
paix,9
jeune,9
social,9
ensemble,9
jour,9
cher,9
part,9
pouvoir,8
temps,8
vouloir,8
gouvernement,8
national,8
etat,8
force,8
voeu,8
mettre,8
poser,8
pauvre,7
aide,7
chômage,7
gagner,7
reprendre,7
commun,7
connaître,7
famill,7
difficile,7
républiqu,7
falloir,6
liberté,6
sécurité,6
mois,6
produire,6
effort,6
entendre,6
espoir,6
crise,6
montre,6
soin,6
fond,6
tenir,6
histoire,5
proposer,5
besoin,5
moyen,5
inflation,5
cesser,5
patrie,5
devoir,5
assurer,5
défense,5
unir,5
objectif,5
tiers,5
république,5
soir,5
équilibr,5
libre,5
croire,5
montrer,5
démocrati,5
métropole,4
permettre,4
public,4
rang,4
formation,4
condition,4
donne,4
confianc,4
emporter,4
puissance,4
sortir,4
jamais,4
aujourd,4
solidarité,4
volonté,4
souffrir,4
pris,4
extérieur,4
homme,4
continuer,4
justice,4
réussir,4
autour,4
esprit,4
heure,4
jeuness,4
lier,4
toléranc,4
grave,4
fier,4
laisse,4
injustic,4
démocratie,4
rendez,4
recul,3
laisser,3
élection,3
entreprendre,3
économique,3
département,3
région,3
unité,3
pari,3
promettre,3
économie,3
handicapé,3
petit,3
oublier,3
champ,3
semaine,3
retraite,3
cumul,3
emploi,3
travailleur,3
femme,3
entreprise,3
mobiliser,3
meilleur,3
choix,3
communauté,3
écouter,3
répéter,3
lutte,3
ordre,3
confiance,3
constater,3
solitude,3
action,3
tradition,3
occasion,3
injustice,3
raison,3
avenir,3
rassembler,3
enfant,3
âgé,3
charge,3
responsabilité,3
moderne,3
mesure,3
place,3
amériqu,3
famille,3
supporter,3
bientôt,3
intérêt,3
frappe,3
penser,3
tolérance,3
vite,3
mission,3
pire,3
aimer,3
compte,3
coûter,3
long,3
fête,3
trouver,3
route,3
inutile,3
nature,3
industrie,3
culture,3
achever,2
changement,2
charger,2
conduire,2
concours,2
dernier,2
domination,2
individu,2
