mots,occurrences
franc,424
france,366
ann,296
age,286
voi,252
euro,233
voir,230
loi,224
année,220
europ,208
venir,189
mer,189
art,185
pay,175
faire,174
nation,163
uni,160
mond,154
part,153
form,153
sen,140
patri,140
iter,137
travail,135
français,134
pays,130
rend,130
met,128
port,126
fort,124
compatriote,120
grand,115
rendre,115
tir,115
mettre,111
nouveau,108
prend,108
sent,103
bien,102
prendre,99
social,98
bon,96
emploi,96
heur,96
ami,93
jour,90
main,88
soir,88
forme,88
monde,87
voeu,87
avenir,82
lier,82
porte,79
parti,78
temp,77
pouvoir,77
engage,77
europe,77
tal,76
force,74
vivre,72
cher,72
pai,71
républiqu,70
fier,69
devoir,68
vie,68
don,68
souhait,67
fond,67
national,66
croi,66
bat,66
vouloir,64
gar,64
ider,64
mois,63
droit,63
terr,63
libert,62
confianc,62
permett,62
gouvernement,61
cris,61
ensembl,60
etat,60
mieux,60
paix,60
heure,59
crise,59
souhaite,59
respect,59
temps,58
peuple,58
permettre,58
européen,58
voeux,57
politique,57
souhaiter,57
nier,57
porter,57
jeune,56
urs,56
pris,56
commun,55
public,55
tenir,54
confiance,54
réform,54
mal,53
famill,52
continu,51
face,51
solidarité,51
pose,50
mar,50
homm,49
liberté,49
sécurité,49
justic,49
dernier,48
soin,48
donne,48
chang,48
réforme,47
prise,47
francai,46
effort,46
penser,46
change,46
mod,46
annee,45
sort,45
rang,45
action,44
besoin,44
plac,44
agir,43
trouve,43
lutt,43
tendre,43
justice,42
place,42
enfant,42
difficile,41
ouvrir,41
continuer,41
société,41
repris,41
servic,41
moment,40
chance,40
engager,40
chômage,40
lutte,40
trouver,40
hain,40
service,39
heureux,39
donner,39
jamais,39
reprise,39
poser,38
avantage,38
plan,38
vent,38
esprit,37
unit,37
adress,37
péri,37
naîtr,37
davantage,36
économique,36
formation,36
aid,36
souffr,36
iron,36
arm,36
entreprise,35
compte,35
unir,35
histoire,35
énergie,35
gard,35
preuve,35
naître,35
cité,35
engagement,35
prime,35
choix,34
demand,34
aujourd,34
homme,34
famille,33
prochain,33
intérêt,33
créer,33
idé,33
présent,33
culture,32
croissance,32
espoir,32
économie,32
réussir,32
appel,32
tour,32
protéger,32
particulier,31
connaître,31
coeur,31
exprime,31
citoyen,31
ambition,30
assurer,30
activit,30
progrè,30
courage,30
demande,30
primer,30
mondial,29
travailler,29
industrie,29
projet,29
traite,28
condition,28
aide,28
vite,28
exprimer,27
guerre,27
situation,27
savoir,27
étranger,27
école,27
logi,27
avance,27
cherch,27
culte,27
passe,27
dur,27
femme,26
mesure,26
capable,26
meilleur,26
adresse,26
profond,26
rassembl,26
gagne,26
commence,26
long,26
organ,26
libre,25
quotidien,25
retrouver,25
sortir,25
nécessaire,25
attend,25
responsabilité,25
épreuv,25
cherche,24
passer,24
essentiel,24
chose,24
unité,24
demain,24
épreuve,24
rôl,24
combat,24
former,24
dialogu,24
parer,24
oubli,24
bâti,24
attent,23
bonheur,23
rôle,23
difficulté,23
égalité,23
ordre,23
arme,23
plein,23
invent,23
caus,22
exempl,22
loin,22
croire,22
simple,22
vrai,22
union,22
gagner,22
montr,22
entend,22
initiativ,22
activité,22
sembler,22
défi,22
traver,22
marc,22
vier,22
vien,22
communaut,21
aller,21
commencer,21
produire,21
dialogue,21
continent,21
moyen,21
initiative,21
métropol,21
forcer,21
démocratie,21
soldat,21
viol,21
lever,21
garant,21
menac,21
oeuvr,21
suivre,21
doute,20
profession,20
