mots,occurrences
france,6
année,4
europe,4
compatriotes,3
prendre,3
commun,3
pouvoir,3
audace,2
sagesse,2
etat,2
américain,2
portant,2
demain,2
pays,2
communauté,2
parle,2
bien,2
allemagne,2
aura,2
mois,2
bosnie,2
camps,2
unies,2
place,2
conseil,2
sécurité,2
comprendre,2
élections,2
voeux,2
solidarité,2
intérêt,2
espère,2
gouvernement,2
politique,2
taux,2
publique,2
bonne,2
heureuse,2
penserez,2
saluons,1
commencer,1
chefs,1
russe,1
signeront,1
accord,1
réduction,1
tiers,1
armes,1
premier,1
janvier,1
frontières,1
disparaîtront,1
dernières,1
années,1
espérance,1
marchandises,1
capitaux,1
suite,1
hommes,1
bientôt,1
obstacle,1
nord,1
italie,1
londres,1
athènes,1
rome,1
lisbonne,1
bonheur,1
géographie,1
placé,1
gagnera,1
influence,1
traité,1
mise,1
oeuvre,1
lieu,1
quoiqu,1
advienne,1
cours,1
prochains,1
vaste,1
ensemble,1
vote,1
septembre,1
élan,1
manquait,1
ouest,1
continent,1
dispersion,1
reprochera,1
peuples,1
longtemps,1
liberté,1
enfermer,1
jalousement,1
indépendance,1
malheureusement,1
fondé,1
concepts,1
raciaux,1
religieux,1
réveille,1
anciennes,1
rivalités,1
vieilles,1
haines,1
croyait,1
oubliées,1
yougoslavie,1
pouvez,1
mesurer,1
images,1
parviennent,1
impitoyable,1
guerre,1
livre,1
atroce,1
misère,1
mort,1
viol,1
torture,1
question,1
posée,1
rôle,1
mettre,1
terme,1
arbitrage,1
dialogue,1
essayé,1
origine,1
plupart,1
sens,1
soldats,1
combattants,1
aider,1
sauver,1
vies,1
péri,1
mission,1
fourni,1
effort,1
semblable,1
faire,1
consentirai,1
nations,1
prennent,1
américains,1
européens,1
engagent,1
souhaite,1
négociations,1
genève,1
déroulent,1
actuellement,1
aboutissent,1
vite,1
attends,1
ordonne,1
dégager,1
espace,1
aérien,1
itinéraires,1
permettront,1
atteindre,1
villes,1
martyres,1
sarajevo,1
mesures,1
kosovo,1
macédoine,1
empêcher,1
extension,1
conflit,1
embraserait,1
relèvent,1
également,1
observateurs,1
présents,1
terrain,1
suffiront,1
dispositif,1
responsables,1
serbes,1
savoir,1
arrêter,1
grand,1
rendez,1
législatives,1
mars,1
ferai,1
préférences,1
politiques,1
affirment,1
nationale,1
veillerai,1
respect,1
scrupuleux,1
agira,1
reçu,1
comité,1
consultatif,1
révision,1
constitution,1
parlement,1
projet,1
visant,1
promouvoir,1
meilleur,1
équilibre,1
pouvoirs,1
appelle,1
droit,1
continuera,1
arrache,1
pied,1
persévérera,1
monnaie,1
forte,1
économie,1
saine,1
débarrassée,1
inflation,1
argent,1
détendra,1
devient,1
possible,1
affirmera,1
arrivée,1
nouvelle,1
équipe,1
devrait,1
comprendrez,1
mieux,1
maintenu,1
prête,1
concurrents,1
tirer,1
profit,1
normal,1
paie,1
opinion,1
courage,1
rendra,1
justice,1
tard,1
règle,1
souffrances,1
chômage,1
exclusions,1
sortes,1
conséquence,1
économique,1
occident,1
limiter,1
dommages,1
compte,1
agriculture,1
agressions,1
extérieures,1
saura,1
organiser,1
croissance,1
industrie,1
investissement,1
multiplier,1
travaux,1
général,1
edimbourg,1
début,1
dernier,1
attaquer,1
acquis,1
sociaux,1
français,1
portants,1
malades,1
jeunes,1
vieux,1
actifs,1
chômeurs,1
pauvres,1
constitue,1
ciment,1
société,1
soir,1
monde,1
somalie,1
cambodge,1
message,1
souffrent,1
amitié,1
république,1
