mots,occurrences
france,6
europ,5
vie,5
rendre,5
année,4
pouvoir,4
prendre,4
compatriote,3
mettre,3
sen,3
place,3
commun,3
tal,3
bon,3
sagess,2
etat,2
américain,2
audac,2
demain,2
pay,2
communauté,2
dernier,2
bien,2
allemagne,2
mois,2
vieux,2
bosnie,2
camp,2
uni,2
nation,2
conseil,2
sécurité,2
mesure,2
comprendre,2
savoir,2
élection,2
voeux,2
politique,2
affirmer,2
solidarité,2
intérêt,2
gouvernement,2
fort,2
penser,2
saluon,1
commencer,1
audace,1
chef,1
russe,1
signer,1
accord,1
porter,1
réduction,1
tiers,1
arme,1
janvier,1
frontière,1
disparaître,1
espérance,1
marchandise,1
capital,1
suite,1
homme,1
bientôt,1
obstacle,1
nord,1
italie,1
londre,1
athène,1
rome,1
lisbonne,1
bonheur,1
géographie,1
placer,1
gagner,1
influence,1
traiter,1
oeuvre,1
lieu,1
quoiqu,1
advienn,1
cours,1
prochain,1
vaste,1
ensembl,1
vote,1
septembr,1
élan,1
manquer,1
ouest,1
continent,1
dispersion,1
reprocher,1
peuplé,1
liberté,1
enfermer,1
jalousement,1
indépendanc,1
malheureusement,1
fonder,1
concept,1
racial,1
religieux,1
réveiller,1
ancien,1
rivalité,1
haine,1
croire,1
oublier,1
yougoslavi,1
mesurer,1
image,1
parvenir,1
impitoyable,1
guerre,1
livre,1
atroce,1
misèr,1
mort,1
viol,1
tortur,1
question,1
poser,1
rôle,1
terme,1
arbitrage,1
dialogue,1
essayer,1
origine,1
plupart,1
soldat,1
combattant,1
aider,1
sauver,1
péri,1
mission,1
pays,1
fourni,1
effort,1
faire,1
consentir,1
européen,1
engager,1
souhaiter,1
négociation,1
genèv,1
dérouler,1
actuellement,1
aboutir,1
vite,1
attend,1
ordonner,1
dégager,1
espace,1
aérien,1
itinéraire,1
permettre,1
atteindre,1
ville,1
martyre,1
sarajevo,1
kosovo,1
macédoine,1
empêcher,1
extension,1
conflit,1
embraser,1
relever,1
observateur,1
présent,1
terrain,1
suffire,1
dispositif,1
responsable,1
serbe,1
arrêter,1
grand,1
rendez,1
législatif,1
mars,1
ferai,1
préférence,1
national,1
veillerai,1
respect,1
scrupuleux,1
espérer,1
agir,1
recevoir,1
comité,1
consultatif,1
révision,1
constitution,1
parlement,1
projet,1
viser,1
promouvoir,1
meilleur,1
équilibre,1
appeler,1
droit,1
continuer,1
arrach,1
pied,1
persévérer,1
monnayer,1
économie,1
sain,1
débarrasser,1
inflation,1
argent,1
détendre,1
devenir,1
affirmera,1
arriver,1
nouveau,1
équipe,1
devoir,1
mieux,1
maintenir,1
prêt,1
concurrent,1
tirer,1
profit,1
normal,1
pai,1
opinion,1
public,1
courage,1
justice,1
tard,1
régler,1
souffrance,1
chômage,1
exclusion,1
sorte,1
conséquence,1
économique,1
occident,1
limiter,1
dommage,1
compte,1
agriculture,1
agression,1
extérieur,1
organiser,1
croissance,1
industrie,1
investissement,1
multiplier,1
traval,1
général,1
edimbourg,1
début,1
espère,1
attaquer,1
acquérir,1
social,1
français,1
portant,1
malade,1
jeune,1
actif,1
chômeur,1
pauvre,1
constituer,1
ciment,1
société,1
heureux,1
soir,1
monde,1
somalie,1
cambodge,1
message,1
souffrir,1
amitié,1
république,1
