mots,occurrences
voir,47
franc,35
faire,34
année,32
france,32
venir,26
crise,23
mond,23
devoir,22
pouvoir,20
euro,19
mettre,18
travail,18
pay,18
français,17
monde,16
rendre,16
financ,16
prendre,15
part,15
compatriote,14
bien,13
europe,13
fond,13
forme,13
pays,12
avenir,12
tenir,11
emploi,11
agir,11
cher,11
protéger,11
poser,11
uni,11
confiance,10
nouveau,10
grand,10
difficulté,10
face,10
financier,10
urgence,10
réforme,10
justic,10
fort,10
davantage,9
permettre,9
vouloir,9
donner,9
penser,9
économie,9
preuve,9
porte,9
défi,8
justice,8
force,8
ami,7
effort,7
perdre,7
social,7
respect,7
responsabilité,7
mieux,7
épreuve,7
continuer,7
républiqu,7
soir,6
famill,6
travailler,6
réserve,6
intérêt,6
passer,6
esprit,6
mesure,6
besoin,6
voeu,6
mondial,6
porter,6
imposer,5
défendre,5
éprouver,5
peine,5
profond,5
famille,5
jour,5
gouvernement,5
vite,5
temps,5
achever,5
paix,5
politique,5
solidarité,5
décider,5
préserver,5
naître,5
courage,5
prise,5
présent,5
nier,5
adresse,4
soldat,4
doute,4
république,4
mois,4
changement,4
enfant,4
vivre,4
croire,4
trouver,4
compte,4
engagement,4
vérité,4
coeur,4
sentir,4
achat,4
jamais,4
service,4
conviction,4
droit,4
homme,4
risque,4
difficile,4
souffrance,4
connaître,4
commun,4
plan,4
doter,4
garder,4
moyen,4
créer,4
question,4
recherche,4
liberté,4
construire,4
particulier,4
partenaire,4
croissance,4
reprise,4
systèm,4
protection,4
lourd,4
nation,4
écouter,4
itali,4
sujet,4
finance,4
conscient,3
préparer,3
obliger,3
espérance,3
dernier,3
sentiment,3
résoudre,3
oeuvre,3
promesse,3
vieux,3
devenir,3
françois,3
fillon,3
rôle,3
rester,3
énergie,3
résultat,3
retrouver,3
fiscal,3
activité,3
résister,3
université,3
etat,3
commencer,3
attendre,3
environnement,3
équilibr,3
souffrir,3
ouvrir,3
essentiel,3
identité,3
civilisation,3
réduire,3
appeler,3
obtenir,3
peuple,3
union,3
européen,3
redonner,3
durement,3
injustic,3
affronter,3
moment,3
économique,3
assumer,3
sorte,3
action,3
changer,3
sauver,3
investissement,3
considérable,3
industrie,3
souverain,3
sang,3
froid,3
condition,3
pire,3
sortir,3
formation,3
professionnel,3
organisation,3
compétitivité,3
éviter,3
chance,3
important,3
système,3
chemin,3
relever,3
intelligence,3
bord,3
revenir,3
hommage,3
entreprise,3
laisse,3
problème,3
paraître,3
taxe,3
égalité,3
janvier,3
provoquer,3
immobilism,3
conduire,3
dépendance,3
idée,3
bonheur,3
modèle,3
capital,3
battre,3
brutal,3
priorité,3
grave,3
accompli,3
marché,3
débat,3
public,3
terme,2
plein,2
pensée,2
quotidien,2
loin,2
soirée,2
écart,2
fête,2
message,2
bâtir,2
société,2
tâche,2
confier,2
président,2
vain,2
angoisse,2
exaspération,2
détermination,2
faill,2
choisir,2
présider,2
engager,2
aller,2
exigence,2
dialogue,2
rassembler,2
efforcer,2
press,2
souci,2
ouverture,2
femme,2
demander,2
proposer,2
étape,2
rétablir,2
soutenir,2
spécial,2
minimum,2
simplifier,2
cesser,2
indispensable,2
jouer,2
culture,2
cause,2
réel,2
mal,2
époque,2
école,2
capitalisme,2
renaissance,2
souhaiter,2
rude,2
risquer,2
sécurité,2
fils,2
subir,2
initiative,2
présidence,2
fatal,2
immobilisme,2
inacceptable,2
place,2
prochain,2
sommet,2
climat,2
contribuer,2
arrêter,2
contrepartie,2
fonds,2
laisser,2
débattre,2
appliquer,2
reprendre,2
territorial,2
lycée,2
échec,2
supérieur,2
injustice,2
