mots,occurrences
franc,424
voir,296
age,287
france,280
loi,240
année,233
euro,233
venir,208
europ,208
faire,197
art,185
pay,177
nation,164
uni,160
mond,154
part,153
form,153
mer,147
europe,145
pays,141
travail,139
français,134
sen,132
iter,127
port,126
fort,124
monde,123
mettre,123
compatriote,120
rendre,120
grand,115
prendre,109
nouveau,108
bien,102
pouvoir,102
forme,102
social,98
bon,96
emploi,96
sent,96
ami,93
lier,91
jour,90
main,88
soir,88
voeu,87
devoir,86
vivre,85
avenir,82
porte,82
vouloir,80
parti,78
force,76
tal,76
cher,75
anger,72
fier,71
républiqu,70
temps,69
souhait,69
fond,67
national,66
bat,66
souhaiter,65
mois,63
droit,63
don,63
heure,62
permettre,62
confianc,62
gouvernement,61
porter,61
etat,60
mieux,60
paix,60
crise,60
ensembl,60
tendre,60
peuple,59
respect,59
européen,58
ensemble,57
politique,57
tenir,57
nier,57
pris,57
jeune,56
confiance,56
commun,55
public,55
solidarité,55
réforme,54
donne,54
mal,53
famill,52
liberté,52
vie,52
face,51
prise,50
homm,49
pose,49
justic,49
anne,48
dernier,48
soin,48
république,48
sécurité,48
change,48
continuer,47
trouver,47
justice,46
effort,46
action,45
francai,45
rang,45
donner,45
reprise,45
agir,44
besoin,44
savoir,44
annee,43
place,43
poser,43
lutt,43
enfant,42
ouvrir,42
engager,42
difficile,41
homme,41
service,41
société,41
entrepris,41
moment,40
entreprise,40
chance,40
chômage,40
idé,40
naître,40
penser,39
heureux,39
jamais,39
cité,39
famille,38
avantage,38
unir,38
plan,38
esprit,37
sant,37
lutte,37
protéger,37
vent,37
histoire,36
davantage,36
économique,36
formation,36
preuve,36
prime,36
trait,35
compte,35
croire,35
adresse,35
énergie,35
gard,35
engagement,35
choix,34
particulier,34
demande,34
connaître,34
aujourd,34
démocrati,34
prochain,33
aide,33
réussir,33
intérêt,33
créer,33
présent,33
mode,33
primer,33
culture,32
espoir,32
économie,32
vite,32
appel,32
tour,32
croissanc,32
coeur,31
croissance,31
citoyen,31
difficulté,31
traite,30
ambition,30
assurer,30
exprimer,30
mondial,30
travailler,30
courage,30
responsabilité,30
former,30
progrè,30
retrouver,29
industrie,29
projet,29
sortir,28
condition,28
sens,28
mesure,27
commencer,27
passer,27
guerre,27
situation,27
progrès,27
étranger,27
école,27
dur,27
logi,27
avance,27
financ,27
femme,26
capable,26
cherche,26
meilleur,26
cours,26
profond,26
gagner,26
long,26
organ,26
changer,26
défi,26
quotidien,25
nécessaire,25
attendre,25
épreuve,25
iron,25
sentir,24
oublier,24
essentiel,24
chose,24
rôle,24
unité,24
égalité,24
demain,24
combat,24
sembler,24
aller,23
dialogue,23
bonheur,23
